"parameter_stable_id","categories"
"TCPLA_HIS_088_001","0,3,4,1,2,5,Not applicable"
"TCPLA_HIS_193_002","0,1"
"TCPLA_HIS_378_001","Not applicable,4,5,2,3,0,1"
"TCPLA_HIS_379_001","0,1"
"TCPLA_HIS_154_001","1,2,0,5,Not applicable,3,4"
"TCPLA_HIS_204_002","Not applicable,0,1"
"TCPLA_HIS_212_001","3,4,1,2,5,Not applicable,0"
"TCPLA_HIS_215_001","0,1"
"TCPLA_HIS_296_001","2,3,0,1,Not applicable,4,5"
"TCPLA_HIS_299_001","1,0"
"TCPLA_HIS_160_001","1,2,0,5,Not applicable,3,4"
"TCPLA_HIS_205_002","Not applicable,0,1"
"TCPLA_HIS_130_001","5,Not applicable,0,3,4,1,2"
"TCPLA_HIS_200_002","0,1"
"TCPLA_HIS_124_001","2,3,0,1,Not applicable,4,5"
"TCPLA_HIS_199_002","0,1"
"TCPLA_HIS_076_001","5,Not applicable,3,4,1,2,0"
"TCPLA_HIS_191_002","0,1"
"TCPLA_HIS_016_001","0,1,4,5,2,3,Not applicable"
"TCPLA_HIS_181_002","1,0"
"TCPLA_HIS_094_001","3,4,1,2,5,Not applicable,0"
"TCPLA_HIS_194_002","0,1"
"TCPLA_HIS_219_001","2,3,0,1,Not applicable,4,5"
"TCPLA_HIS_222_001","1,0"
"TCPLA_HIS_070_001","1,2,0,5,Not applicable,3,4"
"TCPLA_HIS_190_002","0,1"
"TCPLA_HIS_142_001","Not applicable,0,1,4,5,2,3"
"TCPLA_HIS_202_002","1,Not applicable,0"
"TCPLA_HIS_022_001","2,3,0,1,Not applicable,4,5"
"TCPLA_HIS_182_002","0,1"
"TCPLA_HIS_028_001","5,Not applicable,3,4,1,2,0"
"TCPLA_HIS_183_002","0,1"
"TCPLA_HIS_247_002","0,1,4,5,2,3,Not applicable"
"TCPLA_HIS_250_001","1,0"
"TCPLA_HIS_289_001","3,4,1,2,5,Not applicable,0"
"TCPLA_HIS_292_001","0,1"
"TCPLA_HIS_282_001","2,3,0,1,Not applicable,4,5"
"TCPLA_HIS_285_001","1,0"
"TCPLA_HIS_040_001","1,2,0,5,Not applicable,3,4"
"TCPLA_HIS_185_002","0,1"
"TCPLA_HIS_261_001","Not applicable,0,1,4,5,2,3"
"TCPLA_HIS_264_001","1,0"
"TCPLA_HIS_136_001","0,3,4,1,2,5,Not applicable"
"TCPLA_HIS_201_002","0,1"
"TCPLA_HIS_172_001","Not applicable,4,5,2,3,0,1"
"TCPLA_HIS_207_002","0,1,Not applicable"
"TCPLA_HIS_407_001","0,1,4,5,2,3,Not applicable"
"TCPLA_HIS_408_001","1,0"
"TCPLA_HIS_415_001","3,4,1,2,5,Not applicable,0"
"TCPLA_HIS_416_001","0,1"
"TCPLA_HIS_423_001","2,3,0,1,Not applicable,4,5"
"TCPLA_HIS_424_001","1,0"
"TCPLA_EYE_080_001","present right eye,no data for both eyes,present both eyes,no data left eye, present right eye,absent,present left eye,no data left eye,no data right eye,no data right eye, present left eye"
"TCPLA_EYE_085_001","no data for both eyes,absent,no data left eye,no data left eye, present right eye,present both eyes,no data right eye, present left eye,present right eye,present left eye,no data right eye"
"TCPLA_EYE_010_001","no data right eye,no data for both eyes,left eye abnormal,right eye abnormal,no data left eye,no data left eye, right eye abnormal,normal,no data right eye, left eye abnormal,both eyes abnormal"
"TCPLA_EYE_082_001","normal,no data right eye, left eye abnormal,both eyes abnormal,no data left eye,no data right eye,right eye abnormal,no data for both eyes,no data left eye, right eye abnormal,left eye abnormal"
"TCPLA_EYE_019_001","no data right eye, present left eye,present both eyes,no data right eye,absent,no data for both eyes,present right eye,no data left eye, present right eye,no data left eye,present left eye"
"TCPLA_EYE_014_001","left eye abnormal,no data for both eyes,no data right eye, left eye abnormal,no data left eye,both eyes abnormal,no data left eye, right eye abnormal,right eye abnormal,normal,no data right eye"
"TCPLA_EYE_081_001","no data left eye,present both eyes,no data right eye, present left eye,no data for both eyes,absent,present left eye,no data right eye,no data left eye, present right eye,present right eye"
"TCPLA_EYE_025_001","both eyes abnormal,no data right eye,right eye abnormal,no data for both eyes,no data left eye,no data left eye, right eye abnormal,normal,left eye abnormal,no data right eye, left eye abnormal"
"TCPLA_EYE_002_001","absent,no data left eye,present left eye,present both eyes,no data right eye, present left eye,no data right eye,no data left eye, present right eye,no data for both eyes,present right eye"
"TCPLA_EYE_018_001","no data right eye,no data right eye, present left eye,present right eye,present both eyes,no data left eye, present right eye,present left eye,absent,no data left eye,no data for both eyes"
"TCPLA_EYE_011_001","normal,left eye abnormal,no data for both eyes,no data left eye, right eye abnormal,no data left eye,no data right eye,right eye abnormal,both eyes abnormal,no data right eye, left eye abnormal"
"TCPLA_EYE_016_001","normal,no data right eye, left eye abnormal,right eye abnormal,no data left eye,no data left eye, right eye abnormal,no data right eye,no data for both eyes,left eye abnormal,both eyes abnormal"
"TCPLA_EYE_005_001","normal,no data for both eyes,right eye closed,no data left eye, right eye closed,no data right eye,no data right eye, left eye closed,left eye closed,no data left eye,both eyes closed"
"TCPLA_EYE_017_001","present right eye,present left eye,absent,present both eyes,no data left eye,no data for both eyes,no data right eye,no data right eye, present left eye,no data left eye, present right eye"
"TCPLA_EYE_083_001","no data right eye,right eye abnormal,left eye abnormal,no data for both eyes,no data left eye, right eye abnormal,normal,no data right eye, left eye abnormal,both eyes abnormal,no data left eye"
"TCPLA_EYE_084_001","no data left eye, present right eye,no data left eye,present right eye,no data right eye,present left eye,no data right eye, present left eye,present both eyes,no data for both eyes,absent"
"TCPLA_EYE_026_001","both eyes abnormal,normal,no data right eye,left eye abnormal,no data right eye, left eye abnormal,no data left eye, right eye abnormal,right eye abnormal,no data for both eyes,no data left eye"
"TCPLA_EYE_027_001","present both eyes,present right eye,no data right eye,no data left eye, present right eye,no data for both eyes,absent,no data right eye, present left eye,no data left eye,present left eye"
"TCPLA_EYE_001_001","absent left eye,absent both eyes,absent right eye,present"
"TCPLA_EYE_023_001","right eye abnormal,no data right eye,left eye abnormal,no data right eye, left eye abnormal,normal,no data for both eyes,no data left eye,both eyes abnormal,no data left eye, right eye abnormal"
"TCPLA_EYE_024_001","no data right eye, left eye abnormal,no data right eye,right eye abnormal,no data for both eyes,normal,left eye abnormal,no data left eye,both eyes abnormal,no data left eye, right eye abnormal"
"TCPLA_EYE_004_001","no data right eye, left eye abnormal,both eyes abnormal,no data for both eyes,right eye abnormal,no data left eye,no data right eye,no data left eye, right eye abnormal,normal,left eye abnormal"
"TCPLA_EYE_007_001","no data for both eyes,both eyes abnormal,no data right eye, left eye abnormal,no data right eye,right eye abnormal,normal,left eye abnormal,no data left eye,no data left eye, right eye abnormal"
"TCPLA_EYE_015_001","both eyes abnormal,normal,no data right eye, left eye abnormal,no data left eye,right eye abnormal,no data right eye,left eye abnormal,no data for both eyes,no data left eye, right eye abnormal"
"TCPLA_EYE_013_001","normal,left eye dilated,no data for both eyes,no data left eye, right eye dilated,no data left eye,both eyes dilated,no data right eye, left eye dilated,no data right eye,right eye dilated"
"TCPLA_EYE_008_001","no data right eye,absent,no data for both eyes,present both eyes,no data left eye,no data right eye, present left eye,no data left eye, present right eye,present right eye,present left eye"
"TCPLA_EYE_006_001","no data right eye, left eye abnormal,no data for both eyes,no data left eye,no data left eye, right eye abnormal,left eye abnormal,right eye abnormal,normal,no data right eye,both eyes abnormal"
"TCPLA_EYE_086_001","no data left eye, present right eye,absent,present both eyes,no data right eye,no data left eye,present right eye,present left eye,no data for both eyes,no data right eye, present left eye"
"TCPLA_EYE_009_001","present right eye,present left eye,no data right eye,absent,no data for both eyes,no data right eye, present left eye,no data left eye, present right eye,no data left eye,present both eyes"
"TCPLA_EYE_012_001","normal,right eye abnormal,no data left eye,left eye abnormal,both eyes abnormal,no data right eye,no data right eye, left eye abnormal,no data for both eyes,no data left eye, right eye abnormal"
"TCPLA_EYE_003_001","present left eye,no data left eye,present right eye,no data right eye, present left eye,no data for both eyes,absent,no data right eye,no data left eye, present right eye,present both eyes"
"TCPLA_CSD_047_001","As expected,One hindlimb - fused,One hindlimb - increased size,Both hindlimbs - increased size,Both hindlimbs - decreased size,One hindlimb - decreased size,Both hindlimbs - fused"
"TCPLA_CSD_022_001","As expected,One hindlimb only - increased,Both hindlimbs - increased,Both hindlimbs - decreased,One hindlimb only - decreased"
"TCPLA_CSD_080_001","Absent,Present"
"TCPLA_CSD_031_001","Extended freeze,Immediate movement,As expected"
"TCPLA_CSD_068_001","As expected,Not as expected"
"TCPLA_CSD_064_001","As expected,Not as expected"
"TCPLA_CSD_063_001","Not as expected,As expected"
"TCPLA_CSD_044_002","As expected,Both forelimbs - decreased number,One forelimb - increased number,One forelimb - decreased number,Both forelimbs - increased number"
"TCPLA_CSD_049_002","One hindlimb - not as expected,Both hindlimbs - not as expected,As expected"
"TCPLA_CSD_052_002","No data,Both forelimbs - increased length,One forelimb - increased length,One forelimb - decreased length,As expected,Both forelimbs - decreased length"
"TCPLA_CSD_065_001","Not as expected,As expected"
"TCPLA_CSD_057_001","Not as expected,As expected"
"TCPLA_CSD_039_001","Present,No data,Absent"
"TCPLA_CSD_073_001","No data,Not as expected,As expected"
"TCPLA_CSD_075_001","As expected,Not as expected"
"TCPLA_CSD_048_002","One forelimb - not as expected,Both forelimbs - not as expected,As expected"
"TCPLA_CSD_006_001","Not as expected,No data,As expected"
"TCPLA_CSD_061_001","As expected,Not as expected,No data"
"TCPLA_CSD_078_001","Not as expected,As expected"
"TCPLA_CSD_027_001","Not as expected,As expected"
"TCPLA_CSD_023_001","Not as expected,As expected"
"TCPLA_CSD_015_001","As expected,No data,Not as expected"
"TCPLA_CSD_012_001","Not as expected,As expected"
"TCPLA_CSD_002_001","As expected,No data,Short,Long"
"TCPLA_CSD_041_002","As expected,One hindpaw - increased,Both hindpaws - increased,One hindpaw - decreased,Both hindpaws - decreased"
"TCPLA_CSD_005_001","As expected,No data,Not as expected"
"TCPLA_CSD_021_001","One hindlimb only - not as expected,As expected,Both hindlimbs - not as expected"
"TCPLA_CSD_028_001","Decreased,Increased,As expected"
"TCPLA_CSD_070_001","Not as expected,No data,As expected"
"TCPLA_CSD_050_002","No data,Both forelimbs - increased number,One forelimb - increased number,One forelimb - decreased number,Both forelimbs - decreased number,As expected"
"TCPLA_CSD_060_001","As expected,Not as expected"
"TCPLA_CSD_018_001","One forelimb only - not as expected,As expected,Both forelimbs - not as expected"
"TCPLA_CSD_077_001","Present,Absent,No data"
"TCPLA_CSD_016_001","Not as expected,No data,As expected"
"TCPLA_CSD_009_001","Not as expected,As expected,No data"
"TCPLA_CSD_037_001","Retropulsion,None,Circling,Jumping,Other"
"TCPLA_CSD_055_002","As expected,One hindlimb - not as expected,No data,Both hindlimbs - not as expected"
"TCPLA_CSD_008_001","Not as expected,No data,As expected"
"TCPLA_CSD_058_001","As expected,Not as expected"
"TCPLA_CSD_026_001","Not as expected,As expected"
"TCPLA_CSD_007_001","No data,Not as expected,As expected"
"TCPLA_CSD_001_001","Absent,Present"
"TCPLA_CSD_019_001","One forelimb only - increased,One forelimb only - decreased,Both forelimbs - increased,As expected,Both forelimbs - decreased"
"TCPLA_CSD_038_001","No data,Present,Absent"
"TCPLA_CSD_003_001","No data,Decreased,As expected,Increased"
"TCPLA_CSD_024_001","No data,As expected,Not as expected"
"TCPLA_CSD_029_001","Increased activity,As expected,Inactive"
"TCPLA_CSD_013_001","Not as expected,As expected"
"TCPLA_CSD_079_001","Excessive aggression,As expected"
"TCPLA_CSD_067_001","Not as expected,As expected,No data"
"TCPLA_CSD_076_001","As expected,Not as expected"
"TCPLA_CSD_014_001","As expected,Not as expected,No data"
"TCPLA_CSD_053_002","No data,One hindlimb - increased length,Both hindlimbs - decreased length,As expected,Both hindlimbs - increased length,One hindlimb - decreased length"
"TCPLA_CSD_042_002","As expected,Both forepaws - not as expected,One forepaw - not as expected"
"TCPLA_CSD_036_001","No data,Present,None"
"TCPLA_CSD_030_001","Absent,Present"
"TCPLA_CSD_069_001","As expected,Not as expected,No data"
"TCPLA_CSD_045_002","As expected,Both hindlimbs - decreased number,One hindlimb - decreased number,One hindlimb - increased number,Both hindlimbs - increased number"
"TCPLA_CSD_054_002","Both forelimbs - not as expected,As expected,One forelimb - not as expected,No data"
"TCPLA_CSD_071_001","Absent,As expected"
"TCPLA_CSD_074_001","Not as expected,As expected"
"TCPLA_CSD_066_001","Not as expected,As expected"
"TCPLA_CSD_051_002","One hindlimb - increased number,Both hindlimbs - decreased number,No data,As expected,Both hindlimbs - increased number,One hindlimb - decreased number"
"TCPLA_CSD_062_001","As expected,Not as expected"
"TCPLA_CSD_017_001","One forelimb only - not as expected,As expected,Both forelimbs - not as expected"
"TCPLA_CSD_010_001","As expected,No data,Not as expected"
"TCPLA_CSD_020_001","As expected,One hindlimb only - not as expected,Both hindlimbs - not as expected"
"TCPLA_CSD_025_001","Increased,Decreased,As expected"
"TCPLA_CSD_040_002","Both forepaws - increased,One forepaw - increased,Both forepaws - decreased,As expected,One forepaw - decreased"
"TCPLA_CSD_033_001","Lack of fluidity in movement,Fluid movement"
"TCPLA_CSD_004_001","No data,As expected,Not as expected"
"TCPLA_CSD_059_001","As expected,Not as expected"
"TCPLA_CSD_046_001","One forelimb - increased size,Both forelimbs - decreased size,One forelimb - decreased size,One forelimb - fused,As expected,Both forelimbs - fused,Both forelimbs - increased size"
"TCPLA_CSD_056_001","As expected,Not as expected"
"TCPLA_CSD_011_001","Not as expected,As expected"
"TCPLA_CSD_043_002","Both hindpaws - not as expected,As expected,One hindpaw - not as expected"
"TCPLA_CSD_072_001","Not as expected,As expected,No data"
"TCPLA_CSD_034_001","No data,As expected,Straub / elevated tail,Dragging"
"TCPLA_HEM_041_001","No,Yes"
"TCPLA_XRY_001_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_002_001","unobservable,normal,abnormal,imageOnly"
"TCPLA_XRY_003_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_004_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_005_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_006_001","unobservable,normal,abnormal,imageOnly"
"TCPLA_XRY_007_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_010_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_011_001","not fused,fused,imageOnly,unobservable"
"TCPLA_XRY_012_001","unobservable,normal,abnormal,imageOnly"
"TCPLA_XRY_018_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_019_001","yes,no,imageOnly,unobservable"
"TCPLA_XRY_020_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_021_001","unobservable,normal,abnormal,imageOnly"
"TCPLA_XRY_022_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_023_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_024_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_025_001","unobservable,normal,abnormal,imageOnly"
"TCPLA_XRY_026_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_027_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_029_001","no syndactylism,Syndactylism,imageOnly,unobservable"
"TCPLA_XRY_030_001","unobservable,yes,no,imageOnly"
"TCPLA_XRY_031_001","yes,no,imageOnly,unobservable"
"TCPLA_XRY_055_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_056_001","yes,no,imageOnly,unobservable"
"TCPLA_XRY_057_001","yes,no,imageOnly,unobservable"
"TCPLA_XRY_058_001","yes,no,imageOnly,unobservable"
"TCPLA_XRY_059_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_060_001","yes,no,imageOnly,unobservable"
"TCPLA_XRY_061_001","yes,no,imageOnly,unobservable"
"TCPLA_XRY_062_001","yes,no,imageOnly,unobservable"
"TCPLA_XRY_063_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_064_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_065_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_066_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_067_001","normal,abnormal,imageOnly,unobservable"
"TCPLA_XRY_068_001","Yes,No"
"TCPLA_XRY_069_001","unobservable,normal,abnormal,imageOnly"
"TCPLA_XRY_070_001","unobservable,normal,imageOnly,abnormal"
"TCPLA_XRY_071_001","imageOnly,normal,abnormal,unobservable"
"TCPLA_XRY_072_001","imageOnly,abnormal,normal,unobservable"
"TCPLA_XRY_073_001","abnormal,unobservable,normal,imageOnly"
"TCPLA_XRY_074_001","imageOnly,unobservable,normal,abnormal"
"TCPLA_WEL_005_001","Found Dead,Withdrawn: Individual Health Concern,Alive,Withdrawn: Spare,Withdrawn: Line Level Health Concern,Withdrawn: Environmental Health Concern,Withdrawn: Control"
"TCPLA_PAT_076_001","No,Yes"
"TCPLA_BLK_049_001","Block banked,Not Block banked"
"TCPLA_BLK_013_001","Not Block banked,Blocked banked"
"TCPLA_BLK_055_001","Block banked,Not Block banked"
"TCPLA_BLK_045_001","Not Block banked,Block banked"
"TCPLA_BLK_026_001","Not Block banked,Blocked banked"
"TCPLA_BLK_053_001","Not Block banked,Block banked"
"TCPLA_BLK_035_001","Blocked banked,Not Block banked"
"TCPLA_BLK_027_001","Not Block banked,Blocked banked"
"TCPLA_BLK_025_001","Blocked banked,Not Block banked"
"TCPLA_BLK_048_001","Block banked,Not Block banked"
"TCPLA_BLK_018_001","Not Block banked,Blocked banked"
"TCPLA_BLK_029_001","Not Block banked,Blocked banked"
"TCPLA_BLK_033_001","Not Block banked,Blocked banked"
"TCPLA_BLK_023_001","Not Block banked,Blocked banked"
"TCPLA_BLK_024_001","Not Block banked,Blocked banked"
"TCPLA_BLK_041_001","Not Block banked,Blocked banked"
"TCPLA_BLK_016_001","Blocked banked,Not Block banked"
"TCPLA_BLK_039_001","Blocked banked,Not Block banked"
"TCPLA_BLK_051_001","Not Block banked,Block banked"
"TCPLA_BLK_014_001","Blocked banked,Not Block banked"
"TCPLA_BLK_022_001","Blocked banked,Not Block banked"
"TCPLA_BLK_056_001","Block banked,Not Block banked"
"TCPLA_BLK_054_001","Not Block banked,Block banked"
"TCPLA_BLK_042_001","Not Block banked,Blocked banked"
"TCPLA_BLK_052_001","Not Block banked,Block banked"
"TCPLA_BLK_015_001","Not Block banked,Blocked banked"
"TCPLA_BLK_010_001","Not Block banked,Blocked banked"
"TCPLA_BLK_011_001","Not Block banked,Blocked banked"
"TCPLA_BLK_034_001","Not Block banked,Blocked banked"
"TCPLA_BLK_047_001","Block banked,Not Block banked"
