"","parameter_stable_id","categories"
"2925","HMGULA_IMM_110_001","Life Technologies"
"2926","HMGULA_DXA_012_001","GE Medical Systems,Norland Stratec,Bruker,Faxitron Bioptics LLC"
"2927","HMGULA_IMM_078_001","BD Biosciences,Beckman Coulter"
"2928","HMGULA_IMM_102_001","DN25,D8764"
"2929","HMGULA_DXA_014_001","Anesthetized,Dead,Awake"
"2930","HMGULA_IMM_096_001","HBSS,PBS"
"2931","HMGULA_XRY_003_001","normal,abnormal,imageOnly,unobservable"
"2932","HMGULA_XRY_005_001","normal,abnormal,imageOnly,unobservable"
"2933","HMGULA_XRY_029_001","no syndactylism,Syndactylism,imageOnly,unobservable"
"2934","HMGULA_IMM_114_001","Life Technologies"
"2935","HMGULA_XRY_022_001","normal,abnormal,imageOnly,unobservable"
"2936","HMGULA_XRY_024_001","normal,abnormal,imageOnly,unobservable"
"2937","HMGULA_XRY_065_001","normal,abnormal,imageOnly,unobservable"
"2938","HMGULA_XRY_021_001","normal,abnormal,imageOnly,unobservable"
"2939","HMGULA_XRY_004_001","normal,abnormal,imageOnly,unobservable"
"2940","HMGULA_XRY_006_001","normal,abnormal,imageOnly,unobservable"
"2941","HMGULA_XRY_058_001","yes,no,imageOnly,unobservable"
"2942","HMGULA_XRY_061_001","yes,no,imageOnly,unobservable"
"2943","HMGULA_XRY_010_001","normal,abnormal,imageOnly,unobservable"
"2944","HMGULA_XRY_001_001","normal,abnormal,imageOnly,unobservable"
"2945","HMGULA_XRY_064_001","normal,abnormal,imageOnly,unobservable"
"2946","HMGULA_XRY_011_001","not fused,fused,imageOnly,unobservable"
"2947","HMGULA_XRY_063_001","normal,abnormal,imageOnly,unobservable"
"2948","HMGULA_XRY_027_001","normal,abnormal,imageOnly,unobservable"
"2949","HMGULA_XRY_020_001","normal,abnormal,imageOnly,unobservable"
"2950","HMGULA_XRY_037_001","Faxitron X-Ray Corporation,Rigaku Corporation (Micro-CT),Bruker,Faxitron Bioptics LLC"
"2951","HMGULA_XRY_018_001","normal,abnormal,imageOnly,unobservable"
"2952","HMGULA_XRY_062_001","yes,no,imageOnly,unobservable"
"2954","HMGULA_XRY_059_001","normal,abnormal,imageOnly,unobservable"
"3217","HMGULA_OFD_025_001","ActiMot / MoTil,MED-OFA-RS,2325-0248,TijmeOF9,LE8822,Unknown,ActiMot / MoTil 480 x 480 mm,VMX 1.4b,Opto-Varimex 4"
"3219","HMGULA_OFD_024_001","TSE Systems,MED Associates Inc,San Diego,O'hara CO Ltd.,Panlab,Noldus,Accuscan,Columbus Instruments,Biobserve"
"3220","HMGULA_GRS_007_001","HMGU plate,Not HMGU plate,45 Degree cross wired"
"3221","HMGULA_GRS_006_001","Chatillon,Bioseb,Columbus Instruments"
"3222","HMGULA_GRS_013_001","Ametek,Bio-GT3+MR,Bio-GS3,Bio-GS2,E-DFD-E-002,DFIS 2,DFE II,DFE,Ametek_old,BIO-GT3"
"3223","HMGULA_ROT_009_001","LE 8200"
"3224","HMGULA_ROT_007_001",",,"
"3225","HMGULA_ROT_013_001","4-40"
"3226","HMGULA_ECG_019_001","Isoflurane,Avertin,Tribromoethanol,No anesthesia"
"3227","HMGULA_ECG_018_001","ECGenie,ML870/p,ML826/FE132,Iso-DAM8A,ECGenie + gel pads,ML866"
"3228","HMGULA_ECH_020_001","VisualSonics,Philips"
"3229","HMGULA_ECH_021_001","Vevo2100,Vevo770,Sonos 4500,Sonos 5500"
"3230","HMGULA_ECH_022_001","Isoflurane,Avertin,Tribromoethanol,No anesthesia"
"3231","HMGULA_IMM_112_001","Life Technologies"
"3232","HMGULA_IMM_082_001","GentleMACS,manual"
"3233","HMGULA_IMM_100_001","R8758,11875-101,home brew,189-02145,31800-022,none used,11875-093"
"3234","HMGULA_IMM_109_001","Yes,No"
"3235","HMGULA_IMM_088_001","Countess Automated Cell Counter,Reichert Brightline,Gallios,BD LSR-II,Scepter,Attune,Moxi Z,"
"3236","HMGULA_IMM_097_001","Sigma,Life Technologies,Wisent,Wako,Gibco,Biochrom"
"3237","HMGULA_IMM_111_001",""
"3238","HMGULA_DXA_013_001","Lunar Piximus II,Sabre,Minispec LF50,Minispec MQ 10,UltraFocus 100,UltraFocus DXA"
"3239","HMGULA_DXA_015_001","Avertin,Ketamine+Xylazine,Isoflurane,Euthatal,Tribromoethanol,Domitor+Ketamin,Ketamine+Xylazine+Antisedan,Pentobarb,No anesthesia"
"3240","HMGULA_XRY_023_001","normal,abnormal,imageOnly,unobservable"
"3241","HMGULA_XRY_066_001","normal,abnormal,imageOnly,unobservable"
"3862","HMGULA_XRY_007_001","normal,abnormal,imageOnly,unobservable"
"3863","HMGULA_XRY_031_001","yes,no,imageOnly,unobservable"
"3864","HMGULA_XRY_057_001","yes,no,imageOnly,unobservable"
"3865","HMGULA_XRY_067_001","normal,abnormal,imageOnly,unobservable"
"3866","HMGULA_XRY_002_001","normal,abnormal,imageOnly,unobservable"
"3867","HMGULA_XRY_019_001","yes,no,imageOnly,unobservable"
"3868","HMGULA_XRY_012_001","normal,abnormal,imageOnly,unobservable"
"3869","HMGULA_XRY_025_001","normal,abnormal,imageOnly,unobservable"
"3870","HMGULA_XRY_068_001","Yes,No"
"3871","HMGULA_XRY_055_001","normal,abnormal,imageOnly,unobservable"
"3872","HMGULA_XRY_060_001","yes,no,imageOnly,unobservable"
"3873","HMGULA_XRY_026_001","normal,abnormal,imageOnly,unobservable"
"3874","HMGULA_XRY_038_001","MX-20-DC12,MX-20-DC4,R_mCT (Micro-CT),MX-20,MS-FX Pro,UltraFocus 100,UltraFocus DXA"
"3875","HMGULA_XRY_056_001","yes,no,imageOnly,unobservable"
"3876","HMGULA_XRY_030_001","yes,no,imageOnly,unobservable"
"4893","IMPC_YMZ_014_001",","
"4894","IMPC_YMZ_019_001",""
"4895","IMPC_YMZ_023_001","JAX_YM"
"4896","IMPC_YMZ_015_001","Mid-arm,End of arm"
"4897","IMPC_YMZ_028_001","Ethovision 13.0"
"4898","IMPC_YMZ_024_001","Y tracker,Ethovision"
"4899","IMPC_YMZ_011_001",","
"4900","IMPC_YMZ_016_001","70% Ethanol solution"
"4901","IMPC_YMZ_012_001","33.65 L x 6 W x 15 H"
"4902","IMPC_YMZ_029_001","Yes,No"
"4903","IMPC_YMZ_025_001","Accuscan,Noldus"
"4904","IMPC_YMZ_021_001","y-maze 1,Arena 1,Arena 2"
"4905","IMPC_YMZ_026_001","Opto-Varimex 4"
"4906","IMPC_YMZ_018_001","Manual,Automated"
"4907","IMPC_YMZ_017_001","Video,None"
"4908","IMPC_YMZ_013_001",","
"4909","IMPC_YMZ_022_001","The Jackson Laboratory"
"5279","BCMLA_ABR_045_001","0.016,0.011,0.01,0.1,,0.02,"
"5280","BCMLA_ABR_031_001","0-85,20-85,0-95,0-90"
"5281","BCMLA_DXA_015_001","Avertin,Ketamine+Xylazine,Isoflurane,Euthatal,Tribromoethanol,Domitor+Ketamin,Ketamine+Xylazine+Antisedan,Pentobarb,No anesthesia"
"5282","BCMLA_EYE_005_001","normal,left eye closed,right eye closed,both eyes closed,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye closed,no data right eye\, left eye closed"
"5283","BCMLA_EYE_082_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"5284","BCMLA_EYE_014_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"5285","BCMLA_EYE_081_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"5286","BCMLA_EYE_013_001","normal,left eye dilated,right eye dilated,both eyes dilated,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye dilated,no data right eye\, left eye dilated"
"5287","BCMLA_EYE_031_001","Zeiss,Haag-Streit,MuLe,Kowa,CSO,Phoenix Research Labs,Topcon"
"5288","BCMLA_EYE_022_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"5289","BCMLA_EYE_004_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"5290","BCMLA_EYE_039_001","EnvisuTM R-Series SDOIS,Envisu R2200,Spectralis"
"5291","BCMLA_EYE_012_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"5292","BCMLA_EYE_016_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"5293","BCMLA_EYE_003_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"5294","BCMLA_EYE_020_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"5295","BCMLA_EYE_002_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"5296","BCMLA_EYE_001_001","present,absent left eye,absent right eye,absent both eyes"
"5297","BCMLA_EYE_015_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"5298","BCMLA_EYE_080_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"5299","BCMLA_EYE_032_001","SL30,SL130,BQ 900 LED/IM-900,S350,SL-15,SL 990,SL 139,30 SL-M,Micron III slit lamp extension,SL-7E"
"5300","BCMLA_EYE_045_001","Ketamine+Xylazine,Isoflurane,Euthatal,Avertin,No anesthesia,Ketamine+Medetomidine"
"5301","DSS_DSS_013_001","No,Yes"
"5302","DSS_DSS_016_001","Affymetrix (Cat. #14489),MP Biomedicals (Cat. #9011-18-1)"
"5303","DSS_DSS_017_001","Zeiss Axioplan,Leica SP2,Leica SP5,Nikon wide-field inverted TE2000U,Leica DFC300FX (12730046)"
"5304","DSS_DSS_015_001","1.5 %  (w/v),2.0 %  (w/v)"
"5305","DSS_DSS_014_001","No,Yes"
"5585","JAX_TLS_003_001","Yes,No"
"5586","JAX_TLS_010_001","Ethovision XT 7.1 and MPEG Recorder"
"5587","JAX_URI_012_001","No"
"5588","JAX_URI_008_001","AU 680"
"5589","JAX_URI_013_001","None"
"5590","JAX_URI_015_001","Fresh,Frozen"
"5591","JAX_URI_011_001","No"
"5592","JAX_URI_014_001","Yes,No"
"5593","JAX_URI_007_001","Beckman Coulter"
"5594","JAX_URI_016_001","Neat,1:1,1:2"
"5595","JAX_PLC_015_001","Yes,No"
"5596","JAX_PLC_007_001","Beckman Coulter"
"5597","JAX_PLC_012_001","Yes,No"
"5598","JAX_ERG_058_001","Software-Diagnosys LLC"
"5599","JAX_ERG_052_001","110 Cd/m2"
"5600","JAX_ERG_059_001","Software-Espion E3 System"
"5601","JAX_ERG_029_001","Yes,No"
"5602","JAX_ERG_030_001","Yes,No"
"5603","JAX_ERG_051_001","Rods 0.1 Hz\, Cones 1 Hz"
"5604","JAX_ERG_055_001","Eye dome-Color dome"
"5606","JAX_ERG_056_001","Console-Diagnosys LLC"
"5608","JAX_ERG_050_001","Rods 0.25\, Cones 10"
"5611","JAX_ERG_054_001","Eye dome-Diagnosys LLC"
"5613","JAX_ERG_057_001","Console-Espion E3 System"
"5614","JAX_ERG_023_001","Atropine Sulphate 1%\, Cyclomydril & Goniosol"
"5616","JAX_ERG_015_001","Astro-Med\, Inc. (Grass Product Group)"
"5619","BCMLA_BWT_007_001","AV2101,SI-2002,SL-3100D,TP-202,PG3001-S,Adventurer Pro,440-47N,AM100,XS802S,AB104-S,AV212C,PCB2000-1,440-33,440-47,572-35,770-14,EMB220-1,EMB500-1,EMB600-2,EW600-2M,BL310,Navigator 34120,AV213C,VIC-511,VIC-123,BP6100,CPA3202S,EMB 200-2,Entris 2201-1S"
"5621","BCMLA_GRS_007_001","HMGU plate,Not HMGU plate,45 Degree cross wired"
"5622","BCMLA_GRS_013_001","Ametek,Bio-GT3+MR,Bio-GS3,Bio-GS2,E-DFD-E-002,DFIS 2,DFE II,DFE,Ametek_old,BIO-GT3"
"5623","BCMLA_GRS_006_001","Chatillon,Bioseb,Columbus Instruments"
"5624","BCMLA_FEA_043_001",",,,"
"5625","BCMLA_FEA_078_001","On"
"5626","BCMLA_FEA_035_001",",2.8,"
"5627","BCMLA_FEA_061_001",","
"5628","BCMLA_FEA_027_001",",,,"
"5629","BCMLA_FEA_071_001","71 cm L X 63.5 cm W X 35.5 cm H,71 cm L X 59.7 cm W X 31.7 cm H,other"
"5630","BCMLA_FEA_055_001","Black and white,Red,Clear,Beige\, black and white"
"5631","BCMLA_FEA_030_001","30.5 L X 24.1 W X 24.5 H cm,16.6 L X 17 W X 25 H cm,25 L x 21 W x 19 H cm,25 x 25 x 19 cm,17 x 17 x 25 cm,30.5 cm L X 24.1 cm W X 21 cm H"
"5632","BCMLA_FEA_039_001",","
"5633","BCMLA_FEA_056_001","PVC,Plexi glass,Polyethylene"
"5634","BCMLA_FEA_040_001",","
"5635","BCMLA_FEA_058_001",",,,"
"5636","BCMLA_FEA_028_001","Alcohol,None"
"5637","BCMLA_FEA_047_001","Metallic\, White and Clear,Clear,White,Metallic\, clear"
"5638","BCMLA_FEA_064_001","Machine A,Machine B,Machine 1,Machine 2"
"5639","BCMLA_FEA_060_001",","
"5640","BCMLA_FEA_079_001","On"
"5641","BCMLA_FEA_044_001","Alcohol,None"
"5642","BCMLA_FEA_070_001","VFC-100,other"
"5643","BCMLA_FEA_067_001","Video tracking,Beam break"
"5644","BCMLA_FEA_054_001","30.5 cm L X 24.1 cm W X 24.5cm H,20 cm dia X 30 cm  H,25 L x 21 W x 19 H cm,25 x 25 x 19 cm,17 x 17 x 25 cm,30.5 cm L X 24.1 cm W X 21 cm H"
"5646","BCMLA_FEA_042_001",","
"5648","BCMLA_ECG_024_001","eMouse,Matlab"
"5649","BCMLA_ECG_018_001","ECGenie,ML870/p,ML826/FE132,Iso-DAM8A,ECGenie + gel pads,ML866"
"5651","BCMLA_ECG_019_001","Isoflurane,Avertin,Tribromoethanol,No anesthesia"
"5653","BCMLA_ECG_017_001","Mouse Specifics\, Inc.,AD Instruments,World Precision Instruments"
"5655","BCMLA_ABR_016_001","Yes,No"
"5657","BCMLA_ABR_041_001","In sound attenuating booth on thermo-statically controlled heating pad (@ 37°C),Sound proof room,Sound proof booth,Med Associates PVC sound attenuated chamber"
"5658","BCMLA_ABR_050_001","RP2.1 based system\, RA4PA Medusa Preamplifier,III,Smart EP,RZ6-A-P1 bioacoustic system\, RA4PA pre-amp / Digitizer\, RA4LI headstage\, MF1-S multi field speaker,RZ6\, Z-series 2-DSP bioacoustic system\, Medusa PreAmp/Digitizer\, Medusa LI headstage\, Multi field speaker/Stereo"
"5661","BCMLA_ABR_042_001","Ketamine,Avertin,Pentobarbital"
"5662","BCMLA_ABR_033_001","0-85,20-85,10-90,0-95,0-90"
"5664","BCMLA_ABR_028_001","Click,6\,12\,18\,24\,30 kHz,Tone\,6\,12\,18\,24\,30 kHz,Click\,6\,12\,18\,24\,30 kHz"
"5665","BCMLA_ABR_032_001","0-85,0-95,20-85,0-90,0-80"
"5666","BCMLA_ABR_044_001",",0.1,0.8,0.11,0.011,,0.2,0.08"
"5668","BCMLA_DXA_013_001","Lunar Piximus II,Sabre,Minispec LF50,Minispec MQ 10,UltraFocus 100,UltraFocus DXA"
"5670","BCMLA_DXA_014_001","Anesthetized,Dead,Awake"
"5673","BCMLA_EYE_027_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"5675","BCMLA_EYE_044_001","Atropine,Oxybuprocain,Mydriacyl,Phenylephrine hydrochloride,Hydrochloride,No anesthesia,Atropine sulphate"
"5676","BCMLA_EYE_018_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"5677","BCMLA_EYE_026_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"5679","BCMLA_EYE_009_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"5680","BCMLA_EYE_035_001","Sigma 150K,Omega 500 Unplugged,Micron III,Genesis-D,OMEGA 180 / Superfield NC,Xenon Nova 175W light source + HOPKINS optic 1218AA /Nikon D5100 + 85 mm f/1.8 lens,Omega 180 / 60D,SL4 4AA,Genesis,Genesis-DF"
"5683","BCMLA_EYE_017_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"5684","BCMLA_EYE_042_001","Pentacam"
"5685","BCMLA_EYE_086_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"5686","BCMLA_EYE_043_001","Atropine,Tropicamide,Tropicamide+Phenylephrin,Cyclopentolate hydrochloride,Phenylephrine hydrochloride,None,Atropine sulphate,Cyclopentolate hydrochloride+Phenylephrine hydrochloride"
"5687","BCMLA_EYE_025_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"5688","BCMLA_EYE_008_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"5689","BCMLA_EYE_034_001","Haag-Streit,Heine,Phoenix,Kowa,Karl Storz / Nikon,Phoenix Research Labs,Heine / Volk,Keeler LTD"
"5690","JAX_LDT_012_001",""
"5691","JAX_LDT_010_001","No,Yes"
"5694","JAX_LDT_017_001","Light-Dark Insert"
"5697","JAX_LDT_019_001","Versamax"
"5700","JAX_HBD_010_001","100-200"
"5701","JAX_HBD_005_001","Accuscan"
"5704","JAX_HBD_006_001","Versamax"
"5705","JAX_ROT_009_001",""
"5706","JAX_ROT_010_001","320 grit sandpaper"
"5708","JAX_ROT_015_001","Accuscan,Med Associates"
"5710","JAX_ROT_016_001","Fusion,SOF-ENV-575"
"5712","JAX_ROT_011_001",","
"5714","JAX_ROT_006_001",",,,"
"5716","JAX_ROT_013_001",""
"5717","JAX_TLS_005_001","Tail suspension rod apparatus"
"5720","JAX_TLS_006_001","Jackson Laboratory in-house"
"5721","JAX_TLS_009_001","Noldus"
"5722","JAX_TLS_008_001","Video Tracking Software"
"5723","BCMLA_EYE_038_001","Bioptigen,Heidelberg Engineering"
"5724","BCMLA_EYE_021_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"5726","BCMLA_EYE_041_001","Oculus GmbH"
"5727","BCMLA_EYE_011_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"5729","BCMLA_EYE_084_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"5730","BCMLA_EYE_007_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"5733","BCMLA_EYE_024_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"5735","BCMLA_EYE_085_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
"6104","BCMLA_EYE_023_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"6106","BCMLA_EYE_010_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"6108","BCMLA_EYE_083_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"6111","BCMLA_EYE_006_001","normal,left eye abnormal,right eye abnormal,both eyes abnormal,no data left eye,no data right eye,no data for both eyes,no data left eye\, right eye abnormal,no data right eye\, left eye abnormal"
"6113","BCMLA_EYE_019_001","absent,present left eye,present right eye,present both eyes,no data left eye,no data right eye,no data for both eyes,no data left eye\, present right eye,no data right eye\, present left eye"
